"ITTER107","Territorio","TIPO_DATO_FOL","Tipo dato","SEXISTAT1","Sesso","ETA1","Classe di età","CONDIZIONE_PROF_EU","Condizione professionale europea","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-24","15-24 anni","NOT","non cercano e non disponibili ","2016","2016",26.395,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-24","15-24 anni","NOT","non cercano e non disponibili ","2017","2017",29.325,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-24","15-24 anni","NOT","non cercano e non disponibili ","2018","2018",34.316,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-24","15-24 anni","NOT","non cercano e non disponibili ","2019","2019",31.512,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-24","15-24 anni","NOT","non cercano e non disponibili ","2020","2020",31.774,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-24","15-24 anni","NOT","non cercano e non disponibili ","2008","2008",39.704,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-24","15-24 anni","NOT","non cercano e non disponibili ","2009","2009",39.255,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-24","15-24 anni","NOT","non cercano e non disponibili ","2010","2010",49.08,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-24","15-24 anni","NOT","non cercano e non disponibili ","2011","2011",49.866,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-24","15-24 anni","NOT","non cercano e non disponibili ","2012","2012",51.343,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-24","15-24 anni","NOT","non cercano e non disponibili ","2013","2013",52.497,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-24","15-24 anni","NOT","non cercano e non disponibili ","2014","2014",46.605,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-24","15-24 anni","NOT","non cercano e non disponibili ","2015","2015",46.102,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-24","15-24 anni","NOT","non cercano e non disponibili ","2016","2016",43.448,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-24","15-24 anni","NOT","non cercano e non disponibili ","2017","2017",51.651,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-24","15-24 anni","NOT","non cercano e non disponibili ","2018","2018",58.341,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-24","15-24 anni","NOT","non cercano e non disponibili ","2019","2019",49.367,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-24","15-24 anni","NOT","non cercano e non disponibili ","2020","2020",51.678,,
"ITE","Centro","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-24","15-24 anni","NOT","non cercano e non disponibili ","2008","2008",17.596,,
"ITE","Centro","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-24","15-24 anni","NOT","non cercano e non disponibili ","2009","2009",13.253,,
"ITE","Centro","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-24","15-24 anni","NOT","non cercano e non disponibili ","2010","2010",18.273,,
"ITE","Centro","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-24","15-24 anni","NOT","non cercano e non disponibili ","2011","2011",22.644,,
"ITE","Centro","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-24","15-24 anni","NOT","non cercano e non disponibili ","2012","2012",17.054,,
"ITE","Centro","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-24","15-24 anni","NOT","non cercano e non disponibili ","2013","2013",25.336,,
"ITE","Centro","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-24","15-24 anni","NOT","non cercano e non disponibili ","2014","2014",20.589,,
"ITE","Centro","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-24","15-24 anni","NOT","non cercano e non disponibili ","2015","2015",25.214,,
"ITE","Centro","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-24","15-24 anni","NOT","non cercano e non disponibili ","2016","2016",22.768,,
"ITE","Centro","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-24","15-24 anni","NOT","non cercano e non disponibili ","2017","2017",27.601,,
"ITE","Centro","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-24","15-24 anni","NOT","non cercano e non disponibili ","2018","2018",28.171,,
"ITE","Centro","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-24","15-24 anni","NOT","non cercano e non disponibili ","2019","2019",29.354,,
"ITE","Centro","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-24","15-24 anni","NOT","non cercano e non disponibili ","2020","2020",28.109,,
"ITE","Centro","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-24","15-24 anni","NOT","non cercano e non disponibili ","2008","2008",26.029,,
"ITE","Centro","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-24","15-24 anni","NOT","non cercano e non disponibili ","2009","2009",21.578,,
"ITE","Centro","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-24","15-24 anni","NOT","non cercano e non disponibili ","2010","2010",30.396,,
"ITE","Centro","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-24","15-24 anni","NOT","non cercano e non disponibili ","2011","2011",33.978,,
"ITE","Centro","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-24","15-24 anni","NOT","non cercano e non disponibili ","2012","2012",29.203,,
"ITE","Centro","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-24","15-24 anni","NOT","non cercano e non disponibili ","2013","2013",31.253,,
"ITE","Centro","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-24","15-24 anni","NOT","non cercano e non disponibili ","2014","2014",31.133,,
"ITE","Centro","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-24","15-24 anni","NOT","non cercano e non disponibili ","2015","2015",28.407,,
"ITE","Centro","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-24","15-24 anni","NOT","non cercano e non disponibili ","2016","2016",26.693,,
"ITE","Centro","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-24","15-24 anni","NOT","non cercano e non disponibili ","2017","2017",33.116,,
"ITE","Centro","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-24","15-24 anni","NOT","non cercano e non disponibili ","2018","2018",34.211,,
"ITE","Centro","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-24","15-24 anni","NOT","non cercano e non disponibili ","2019","2019",34.339,,
"ITE","Centro","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-24","15-24 anni","NOT","non cercano e non disponibili ","2020","2020",37.43,,
"ITE","Centro","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-24","15-24 anni","NOT","non cercano e non disponibili ","2008","2008",43.625,,
"ITE","Centro","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-24","15-24 anni","NOT","non cercano e non disponibili ","2009","2009",34.831,,
"ITE","Centro","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-24","15-24 anni","NOT","non cercano e non disponibili ","2010","2010",48.669,,
"ITE","Centro","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-24","15-24 anni","NOT","non cercano e non disponibili ","2011","2011",56.622,,
"ITE","Centro","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-24","15-24 anni","NOT","non cercano e non disponibili ","2012","2012",46.256,,
"ITE","Centro","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-24","15-24 anni","NOT","non cercano e non disponibili ","2013","2013",56.589,,
"ITE","Centro","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-24","15-24 anni","NOT","non cercano e non disponibili ","2014","2014",51.722,,
"ITE","Centro","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-24","15-24 anni","NOT","non cercano e non disponibili ","2015","2015",53.622,,
"ITE","Centro","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-24","15-24 anni","NOT","non cercano e non disponibili ","2016","2016",49.461,,
"ITE","Centro","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-24","15-24 anni","NOT","non cercano e non disponibili ","2017","2017",60.717,,
"ITE","Centro","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-24","15-24 anni","NOT","non cercano e non disponibili ","2018","2018",62.382,,
"ITE","Centro","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-24","15-24 anni","NOT","non cercano e non disponibili ","2019","2019",63.692,,
"ITE","Centro","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-24","15-24 anni","NOT","non cercano e non disponibili ","2020","2020",65.539,,
"ITFG","Mezzogiorno","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-24","15-24 anni","NOT","non cercano e non disponibili ","2008","2008",59.946,,
"ITFG","Mezzogiorno","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-24","15-24 anni","NOT","non cercano e non disponibili ","2009","2009",62.566,,
"ITFG","Mezzogiorno","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-24","15-24 anni","NOT","non cercano e non disponibili ","2010","2010",66.504,,
"ITFG","Mezzogiorno","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-24","15-24 anni","NOT","non cercano e non disponibili ","2011","2011",66.788,,
"ITFG","Mezzogiorno","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-24","15-24 anni","NOT","non cercano e non disponibili ","2012","2012",71.317,,
"ITFG","Mezzogiorno","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-24","15-24 anni","NOT","non cercano e non disponibili ","2013","2013",72.086,,
"ITFG","Mezzogiorno","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-24","15-24 anni","NOT","non cercano e non disponibili ","2014","2014",57.605,,
"ITFG","Mezzogiorno","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-24","15-24 anni","NOT","non cercano e non disponibili ","2015","2015",53.138,,
"ITFG","Mezzogiorno","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-24","15-24 anni","NOT","non cercano e non disponibili ","2016","2016",49.847,,
"ITFG","Mezzogiorno","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-24","15-24 anni","NOT","non cercano e non disponibili ","2017","2017",63.311,,
"ITFG","Mezzogiorno","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-24","15-24 anni","NOT","non cercano e non disponibili ","2018","2018",63.683,,
"ITFG","Mezzogiorno","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-24","15-24 anni","NOT","non cercano e non disponibili ","2019","2019",62.421,,
"ITFG","Mezzogiorno","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-24","15-24 anni","NOT","non cercano e non disponibili ","2020","2020",62.246,,
"ITFG","Mezzogiorno","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-24","15-24 anni","NOT","non cercano e non disponibili ","2008","2008",107.933,,
"ITFG","Mezzogiorno","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-24","15-24 anni","NOT","non cercano e non disponibili ","2009","2009",93.566,,
"ITFG","Mezzogiorno","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-24","15-24 anni","NOT","non cercano e non disponibili ","2010","2010",93.248,,
"ITFG","Mezzogiorno","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-24","15-24 anni","NOT","non cercano e non disponibili ","2011","2011",94.666,,
"ITFG","Mezzogiorno","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-24","15-24 anni","NOT","non cercano e non disponibili ","2012","2012",101.46,,
"ITFG","Mezzogiorno","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-24","15-24 anni","NOT","non cercano e non disponibili ","2013","2013",97.258,,
"ITFG","Mezzogiorno","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-24","15-24 anni","NOT","non cercano e non disponibili ","2014","2014",81.359,,
"ITFG","Mezzogiorno","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-24","15-24 anni","NOT","non cercano e non disponibili ","2015","2015",80.641,,
"ITFG","Mezzogiorno","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-24","15-24 anni","NOT","non cercano e non disponibili ","2016","2016",75.764,,
"ITFG","Mezzogiorno","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-24","15-24 anni","NOT","non cercano e non disponibili ","2017","2017",88.838,,
"ITFG","Mezzogiorno","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-24","15-24 anni","NOT","non cercano e non disponibili ","2018","2018",85.46,,
"ITFG","Mezzogiorno","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-24","15-24 anni","NOT","non cercano e non disponibili ","2019","2019",78.387,,
"ITFG","Mezzogiorno","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-24","15-24 anni","NOT","non cercano e non disponibili ","2020","2020",86.87,,
"ITFG","Mezzogiorno","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-24","15-24 anni","NOT","non cercano e non disponibili ","2008","2008",167.878,,
"ITFG","Mezzogiorno","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-24","15-24 anni","NOT","non cercano e non disponibili ","2009","2009",156.131,,
"ITFG","Mezzogiorno","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-24","15-24 anni","NOT","non cercano e non disponibili ","2010","2010",159.752,,
"ITFG","Mezzogiorno","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-24","15-24 anni","NOT","non cercano e non disponibili ","2011","2011",161.453,,
"ITFG","Mezzogiorno","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-24","15-24 anni","NOT","non cercano e non disponibili ","2012","2012",172.777,,
"ITFG","Mezzogiorno","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-24","15-24 anni","NOT","non cercano e non disponibili ","2013","2013",169.344,,
"ITFG","Mezzogiorno","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-24","15-24 anni","NOT","non cercano e non disponibili ","2014","2014",138.963,,
"ITFG","Mezzogiorno","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-24","15-24 anni","NOT","non cercano e non disponibili ","2015","2015",133.778,,
"ITFG","Mezzogiorno","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-24","15-24 anni","NOT","non cercano e non disponibili ","2016","2016",125.611,,
"ITFG","Mezzogiorno","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-24","15-24 anni","NOT","non cercano e non disponibili ","2017","2017",152.149,,
"ITFG","Mezzogiorno","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-24","15-24 anni","NOT","non cercano e non disponibili ","2018","2018",149.142,,
"ITFG","Mezzogiorno","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-24","15-24 anni","NOT","non cercano e non disponibili ","2019","2019",140.808,,
"ITFG","Mezzogiorno","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-24","15-24 anni","NOT","non cercano e non disponibili ","2020","2020",149.116,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-34","15-34 anni","NOT","non cercano e non disponibili ","2008","2008",217.911,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-34","15-34 anni","NOT","non cercano e non disponibili ","2008-Q2","T2-2008",171.998,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-34","15-34 anni","NOT","non cercano e non disponibili ","2008-Q1","T1-2008",184.006,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-34","15-34 anni","NOT","non cercano e non disponibili ","2008-Q4","T4-2008",280.617,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-34","15-34 anni","NOT","non cercano e non disponibili ","2008-Q3","T3-2008",235.025,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-34","15-34 anni","NOT","non cercano e non disponibili ","2009","2009",223.131,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-34","15-34 anni","NOT","non cercano e non disponibili ","2009-Q1","T1-2009",204.439,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-34","15-34 anni","NOT","non cercano e non disponibili ","2009-Q2","T2-2009",219.531,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-34","15-34 anni","NOT","non cercano e non disponibili ","2009-Q4","T4-2009",225.48,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-34","15-34 anni","NOT","non cercano e non disponibili ","2009-Q3","T3-2009",243.074,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-34","15-34 anni","NOT","non cercano e non disponibili ","2010","2010",246.159,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-34","15-34 anni","NOT","non cercano e non disponibili ","2010-Q2","T2-2010",226.414,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-34","15-34 anni","NOT","non cercano e non disponibili ","2010-Q1","T1-2010",213.329,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-34","15-34 anni","NOT","non cercano e non disponibili ","2010-Q4","T4-2010",234.752,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-34","15-34 anni","NOT","non cercano e non disponibili ","2010-Q3","T3-2010",310.143,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-34","15-34 anni","NOT","non cercano e non disponibili ","2011","2011",241.99,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-34","15-34 anni","NOT","non cercano e non disponibili ","2011-Q1","T1-2011",226.483,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-34","15-34 anni","NOT","non cercano e non disponibili ","2011-Q2","T2-2011",271.147,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-34","15-34 anni","NOT","non cercano e non disponibili ","2011-Q4","T4-2011",226.022,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-34","15-34 anni","NOT","non cercano e non disponibili ","2011-Q3","T3-2011",244.307,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-34","15-34 anni","NOT","non cercano e non disponibili ","2012","2012",252.382,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-34","15-34 anni","NOT","non cercano e non disponibili ","2012-Q2","T2-2012",238.586,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-34","15-34 anni","NOT","non cercano e non disponibili ","2012-Q1","T1-2012",221.263,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-34","15-34 anni","NOT","non cercano e non disponibili ","2012-Q4","T4-2012",240.418,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-34","15-34 anni","NOT","non cercano e non disponibili ","2012-Q3","T3-2012",309.261,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-34","15-34 anni","NOT","non cercano e non disponibili ","2013","2013",289.528,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-34","15-34 anni","NOT","non cercano e non disponibili ","2013-Q1","T1-2013",251.301,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-34","15-34 anni","NOT","non cercano e non disponibili ","2013-Q2","T2-2013",299.882,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-34","15-34 anni","NOT","non cercano e non disponibili ","2013-Q4","T4-2013",265.114,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-34","15-34 anni","NOT","non cercano e non disponibili ","2013-Q3","T3-2013",341.815,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-34","15-34 anni","NOT","non cercano e non disponibili ","2014","2014",245.762,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-34","15-34 anni","NOT","non cercano e non disponibili ","2014-Q2","T2-2014",277.908,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-34","15-34 anni","NOT","non cercano e non disponibili ","2014-Q1","T1-2014",245.022,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-34","15-34 anni","NOT","non cercano e non disponibili ","2014-Q4","T4-2014",197.142,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-34","15-34 anni","NOT","non cercano e non disponibili ","2014-Q3","T3-2014",262.978,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-34","15-34 anni","NOT","non cercano e non disponibili ","2015","2015",237.345,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-34","15-34 anni","NOT","non cercano e non disponibili ","2015-Q1","T1-2015",211.869,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-34","15-34 anni","NOT","non cercano e non disponibili ","2015-Q2","T2-2015",255.895,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-34","15-34 anni","NOT","non cercano e non disponibili ","2015-Q4","T4-2015",215.246,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-34","15-34 anni","NOT","non cercano e non disponibili ","2015-Q3","T3-2015",266.371,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-34","15-34 anni","NOT","non cercano e non disponibili ","2016","2016",216.237,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-34","15-34 anni","NOT","non cercano e non disponibili ","2016-Q2","T2-2016",177.324,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-34","15-34 anni","NOT","non cercano e non disponibili ","2016-Q1","T1-2016",207.05,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-34","15-34 anni","NOT","non cercano e non disponibili ","2016-Q4","T4-2016",235.509,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-34","15-34 anni","NOT","non cercano e non disponibili ","2016-Q3","T3-2016",245.066,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-34","15-34 anni","NOT","non cercano e non disponibili ","2017","2017",258.14,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-34","15-34 anni","NOT","non cercano e non disponibili ","2017-Q1","T1-2017",216.061,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-34","15-34 anni","NOT","non cercano e non disponibili ","2017-Q2","T2-2017",219.316,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-34","15-34 anni","NOT","non cercano e non disponibili ","2017-Q4","T4-2017",276.067,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-34","15-34 anni","NOT","non cercano e non disponibili ","2017-Q3","T3-2017",321.116,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-34","15-34 anni","NOT","non cercano e non disponibili ","2018","2018",266.101,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-34","15-34 anni","NOT","non cercano e non disponibili ","2018-Q2","T2-2018",245.354,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-34","15-34 anni","NOT","non cercano e non disponibili ","2018-Q1","T1-2018",234.97,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-34","15-34 anni","NOT","non cercano e non disponibili ","2018-Q4","T4-2018",278.321,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-34","15-34 anni","NOT","non cercano e non disponibili ","2018-Q3","T3-2018",305.76,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-34","15-34 anni","NOT","non cercano e non disponibili ","2019","2019",260.651,,
