"ITTER107","Territorio","TIPO_DATO_FOL","Tipo dato","ETA1","Classe di età","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"ITG2","Sardegna","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-24","15-24 anni","2022","2022",21.869,,
"ITG2","Sardegna","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-24","15-24 anni","2023","2023",23.627,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2018","2018",3011.341,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2018-Q2","T2-2018",2886.788,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2018-Q1","T1-2018",3007.131,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2018-Q4","T4-2018",3038.97,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2018-Q3","T3-2018",3112.477,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2019","2019",2875.492,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2019-Q1","T1-2019",2959.043,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2019-Q2","T2-2019",2792.489,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2019-Q4","T4-2019",2830.13,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2019-Q3","T3-2019",2920.304,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2020","2020",3083.109,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2020-Q2","T2-2020",3188.926,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2020-Q1","T1-2020",2935.355,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2020-Q3","T3-2020",3144.195,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2020-Q4","T4-2020",3063.961,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2021","2021",2938.551,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2022","2022",2488.557,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2023","2023",2152.681,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2021-Q1","T1-2021",3154.588,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2021-Q2","T2-2021",2948.397,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2021-Q3","T3-2021",2840.429,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2021-Q4","T4-2021",2810.791,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2022-Q1","T1-2022",2774.119,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2022-Q2","T2-2022",2530.219,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2022-Q3","T3-2022",2350.404,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2022-Q4","T4-2022",2299.484,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2023-Q1","T1-2023",2238.548,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2023-Q2","T2-2023",2093.302,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2023-Q3","T3-2023",2192.045,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2023-Q4","T4-2023",2086.828,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2024-Q1","T1-2024",2090.023,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2024-Q2","T2-2024",1998.703,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2024-Q3","T3-2024",2132.755,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2018","2018",855.87,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2018-Q2","T2-2018",808.337,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2018-Q1","T1-2018",861.42,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2018-Q4","T4-2018",869.509,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2018-Q3","T3-2018",884.215,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2019","2019",802.484,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2019-Q1","T1-2019",799.204,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2019-Q2","T2-2019",766.952,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2019-Q4","T4-2019",811.124,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2019-Q3","T3-2019",832.657,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2020","2020",950.331,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2020-Q2","T2-2020",971.608,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2020-Q1","T1-2020",837.163,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2020-Q3","T3-2020",1032.665,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2020-Q4","T4-2020",959.889,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2021","2021",922.083,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2022","2022",766.026,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2023","2023",634.91,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2021-Q1","T1-2021",961.767,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2021-Q2","T2-2021",923.338,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2021-Q3","T3-2021",906.439,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2021-Q4","T4-2021",896.787,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2022-Q1","T1-2022",892.251,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2022-Q2","T2-2022",792.305,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2022-Q3","T3-2022",731.561,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2022-Q4","T4-2022",647.989,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2023-Q1","T1-2023",635.954,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2023-Q2","T2-2023",622.392,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2023-Q3","T3-2023",676.372,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2023-Q4","T4-2023",604.92,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2024-Q1","T1-2024",607.934,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2024-Q2","T2-2024",562.735,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2024-Q3","T3-2024",618.696,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2018","2018",509.502,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2018-Q2","T2-2018",477.459,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2018-Q1","T1-2018",508.399,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2018-Q4","T4-2018",513.715,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2018-Q3","T3-2018",538.434,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2019","2019",481.191,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2019-Q1","T1-2019",484.189,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2019-Q2","T2-2019",452.251,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2019-Q4","T4-2019",489.873,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2019-Q3","T3-2019",498.45,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2020","2020",581.786,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2020-Q2","T2-2020",598.151,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2020-Q1","T1-2020",513.642,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2020-Q3","T3-2020",625.588,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2020-Q4","T4-2020",589.765,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2021","2021",574.133,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2022","2022",460.734,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2023","2023",373.748,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2021-Q1","T1-2021",608.071,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2021-Q2","T2-2021",590.63,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2021-Q3","T3-2021",563.311,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2021-Q4","T4-2021",534.519,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2022-Q1","T1-2022",528.994,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2022-Q2","T2-2022",472.132,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2022-Q3","T3-2022",446.953,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2022-Q4","T4-2022",394.856,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2023-Q1","T1-2023",367.115,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2023-Q2","T2-2023",354.48,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2023-Q3","T3-2023",414.258,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2023-Q4","T4-2023",359.139,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2024-Q1","T1-2024",355.138,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2024-Q2","T2-2024",328.712,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2024-Q3","T3-2024",386.82,,
"ITC1","Piemonte","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2018","2018",146.439,,
"ITC1","Piemonte","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2019","2019",135.965,,
"ITC1","Piemonte","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2020","2020",160.77,,
"ITC1","Piemonte","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2021","2021",154.153,,
"ITC1","Piemonte","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2022","2022",129.332,,
"ITC1","Piemonte","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2023","2023",102.402,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2018","2018",3.94,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2019","2019",3.836,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2020","2020",4.319,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2021","2021",4.307,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2022","2022",3.528,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2023","2023",2.516,,
"ITC3","Liguria","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2018","2018",52.785,,
"ITC3","Liguria","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2019","2019",50.332,,
"ITC3","Liguria","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2020","2020",56.736,,
"ITC3","Liguria","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2021","2021",52.916,,
"ITC3","Liguria","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2022","2022",43.643,,
"ITC3","Liguria","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2023","2023",37.562,,
"ITC4","Lombardia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2018","2018",306.338,,
"ITC4","Lombardia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2019","2019",291.058,,
"ITC4","Lombardia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2020","2020",359.961,,
"ITC4","Lombardia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2021","2021",362.756,,
"ITC4","Lombardia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2022","2022",284.231,,
"ITC4","Lombardia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2023","2023",231.268,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2018","2018",346.369,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2018-Q2","T2-2018",330.879,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2018-Q1","T1-2018",353.021,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2018-Q4","T4-2018",355.794,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2018-Q3","T3-2018",345.781,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2019","2019",321.294,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2019-Q1","T1-2019",315.015,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2019-Q2","T2-2019",314.701,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2019-Q4","T4-2019",321.251,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2019-Q3","T3-2019",334.207,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2020","2020",368.545,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2020-Q2","T2-2020",373.457,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2020-Q1","T1-2020",323.522,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2020-Q3","T3-2020",407.077,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2020-Q4","T4-2020",370.124,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2021","2021",347.95,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2022","2022",305.293,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2023","2023",261.162,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2021-Q1","T1-2021",353.696,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2021-Q2","T2-2021",332.708,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2021-Q3","T3-2021",343.128,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2021-Q4","T4-2021",362.269,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2022-Q1","T1-2022",363.256,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2022-Q2","T2-2022",320.173,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2022-Q3","T3-2022",284.608,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2022-Q4","T4-2022",253.133,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2023-Q1","T1-2023",268.838,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2023-Q2","T2-2023",267.912,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2023-Q3","T3-2023",262.115,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2023-Q4","T4-2023",245.781,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2024-Q1","T1-2024",252.796,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2024-Q2","T2-2024",234.024,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2024-Q3","T3-2024",231.876,,
"ITDA","Trentino Alto Adige / Südtirol","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2018","2018",29.386,,
"ITDA","Trentino Alto Adige / Südtirol","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2019","2019",26.807,,
"ITDA","Trentino Alto Adige / Südtirol","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2020","2020",33.779,,
"ITDA","Trentino Alto Adige / Südtirol","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2021","2021",36.289,,
"ITDA","Trentino Alto Adige / Südtirol","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2022","2022",25.449,,
"ITDA","Trentino Alto Adige / Südtirol","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2023","2023",23.651,,
"ITD1","Provincia Autonoma Bolzano / Bozen","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2018","2018",13.563,,
"ITD1","Provincia Autonoma Bolzano / Bozen","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2019","2019",12.112,,
"ITD1","Provincia Autonoma Bolzano / Bozen","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2020","2020",16.354,,
"ITD1","Provincia Autonoma Bolzano / Bozen","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2021","2021",16.962,,
"ITD1","Provincia Autonoma Bolzano / Bozen","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2022","2022",12.517,,
"ITD1","Provincia Autonoma Bolzano / Bozen","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2023","2023",11.879,,
"ITD2","Provincia Autonoma Trento","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2018","2018",15.823,,
"ITD2","Provincia Autonoma Trento","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2019","2019",14.694,,
"ITD2","Provincia Autonoma Trento","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2020","2020",17.425,,
"ITD2","Provincia Autonoma Trento","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2021","2021",19.327,,
"ITD2","Provincia Autonoma Trento","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2022","2022",12.932,,
"ITD2","Provincia Autonoma Trento","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2023","2023",11.772,,
"ITD3","Veneto","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2018","2018",152.579,,
"ITD3","Veneto","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2019","2019",135.762,,
"ITD3","Veneto","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2020","2020",157.071,,
"ITD3","Veneto","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2021","2021",145.628,,
"ITD3","Veneto","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2022","2022",134.94,,
"ITD3","Veneto","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2023","2023",109.859,,
"ITD4","Friuli-Venezia Giulia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2018","2018",34.257,,
"ITD4","Friuli-Venezia Giulia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2019","2019",32.274,,
"ITD4","Friuli-Venezia Giulia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2020","2020",34.253,,
"ITD4","Friuli-Venezia Giulia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2021","2021",34.661,,
"ITD4","Friuli-Venezia Giulia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2022","2022",31.09,,
"ITD4","Friuli-Venezia Giulia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-34","15-34 anni","2023","2023",27.011,,
