"ITTER107","Territorio","TIPO_DATO_FOL","Tipo dato","SEXISTAT1","Sesso","ETA1","Classe di età","CITTADINANZA","Cittadinanza","RUOLO_FAM","Ruolo in famiglia","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-34","15-34 anni","FRG","straniero-a","TOT","totale","2018","2018",269.052,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-34","15-34 anni","FRG","straniero-a","TOT","totale","2019","2019",249.185,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-34","15-34 anni","FRG","straniero-a","TOT","totale","2020","2020",303.001,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-34","15-34 anni","FRG","straniero-a","TOT","totale","2021","2021",276.554,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-34","15-34 anni","FRG","straniero-a","TOT","totale","2022","2022",234.4,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-34","15-34 anni","FRG","straniero-a","TOT","totale","2023","2023",199.49,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-34","15-34 anni","FRG","straniero-a","TOT","totale","2018","2018",43.782,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-34","15-34 anni","FRG","straniero-a","TOT","totale","2019","2019",36.039,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-34","15-34 anni","FRG","straniero-a","TOT","totale","2020","2020",47.539,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-34","15-34 anni","FRG","straniero-a","TOT","totale","2021","2021",44.764,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-34","15-34 anni","FRG","straniero-a","TOT","totale","2022","2022",29.619,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-34","15-34 anni","FRG","straniero-a","TOT","totale","2023","2023",26.774,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-34","15-34 anni","FRG","straniero-a","TOT","totale","2018","2018",112.02,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-34","15-34 anni","FRG","straniero-a","TOT","totale","2019","2019",105.331,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-34","15-34 anni","FRG","straniero-a","TOT","totale","2020","2020",132.098,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-34","15-34 anni","FRG","straniero-a","TOT","totale","2021","2021",123.763,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-34","15-34 anni","FRG","straniero-a","TOT","totale","2022","2022",106.577,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-34","15-34 anni","FRG","straniero-a","TOT","totale","2023","2023",86.201,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-34","15-34 anni","FRG","straniero-a","TOT","totale","2018","2018",155.802,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-34","15-34 anni","FRG","straniero-a","TOT","totale","2019","2019",141.37,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-34","15-34 anni","FRG","straniero-a","TOT","totale","2020","2020",179.636,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-34","15-34 anni","FRG","straniero-a","TOT","totale","2021","2021",168.527,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-34","15-34 anni","FRG","straniero-a","TOT","totale","2022","2022",136.196,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-34","15-34 anni","FRG","straniero-a","TOT","totale","2023","2023",112.975,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-34","15-34 anni","FRG","straniero-a","TOT","totale","2018","2018",25.696,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-34","15-34 anni","FRG","straniero-a","TOT","totale","2019","2019",26.096,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-34","15-34 anni","FRG","straniero-a","TOT","totale","2020","2020",28.485,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-34","15-34 anni","FRG","straniero-a","TOT","totale","2021","2021",28.33,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-34","15-34 anni","FRG","straniero-a","TOT","totale","2022","2022",25.71,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-34","15-34 anni","FRG","straniero-a","TOT","totale","2023","2023",15.732,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-34","15-34 anni","FRG","straniero-a","TOT","totale","2018","2018",87.555,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-34","15-34 anni","FRG","straniero-a","TOT","totale","2019","2019",81.719,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-34","15-34 anni","FRG","straniero-a","TOT","totale","2020","2020",94.88,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-34","15-34 anni","FRG","straniero-a","TOT","totale","2021","2021",79.697,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-34","15-34 anni","FRG","straniero-a","TOT","totale","2022","2022",72.493,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-34","15-34 anni","FRG","straniero-a","TOT","totale","2023","2023",70.783,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-34","15-34 anni","FRG","straniero-a","TOT","totale","2018","2018",113.25,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-34","15-34 anni","FRG","straniero-a","TOT","totale","2019","2019",107.815,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-34","15-34 anni","FRG","straniero-a","TOT","totale","2020","2020",123.365,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-34","15-34 anni","FRG","straniero-a","TOT","totale","2021","2021",108.027,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-34","15-34 anni","FRG","straniero-a","TOT","totale","2022","2022",98.204,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-34","15-34 anni","FRG","straniero-a","TOT","totale","2023","2023",86.515,,
"ITE","Centro","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-34","15-34 anni","FRG","straniero-a","TOT","totale","2018","2018",34.654,,
"ITE","Centro","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-34","15-34 anni","FRG","straniero-a","TOT","totale","2019","2019",30.589,,
"ITE","Centro","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-34","15-34 anni","FRG","straniero-a","TOT","totale","2020","2020",33.044,,
"ITE","Centro","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-34","15-34 anni","FRG","straniero-a","TOT","totale","2021","2021",35.275,,
"ITE","Centro","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-34","15-34 anni","FRG","straniero-a","TOT","totale","2022","2022",26.714,,
"ITE","Centro","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-34","15-34 anni","FRG","straniero-a","TOT","totale","2023","2023",21.119,,
"ITE","Centro","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-34","15-34 anni","FRG","straniero-a","TOT","totale","2018","2018",77.169,,
"ITE","Centro","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-34","15-34 anni","FRG","straniero-a","TOT","totale","2019","2019",77.564,,
"ITE","Centro","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-34","15-34 anni","FRG","straniero-a","TOT","totale","2020","2020",80.314,,
"ITE","Centro","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-34","15-34 anni","FRG","straniero-a","TOT","totale","2021","2021",71.832,,
"ITE","Centro","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-34","15-34 anni","FRG","straniero-a","TOT","totale","2022","2022",66.667,,
"ITE","Centro","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-34","15-34 anni","FRG","straniero-a","TOT","totale","2023","2023",60.732,,
"ITE","Centro","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-34","15-34 anni","FRG","straniero-a","TOT","totale","2018","2018",111.822,,
"ITE","Centro","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-34","15-34 anni","FRG","straniero-a","TOT","totale","2019","2019",108.153,,
"ITE","Centro","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-34","15-34 anni","FRG","straniero-a","TOT","totale","2020","2020",113.358,,
"ITE","Centro","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-34","15-34 anni","FRG","straniero-a","TOT","totale","2021","2021",107.108,,
"ITE","Centro","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-34","15-34 anni","FRG","straniero-a","TOT","totale","2022","2022",93.381,,
"ITE","Centro","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-34","15-34 anni","FRG","straniero-a","TOT","totale","2023","2023",81.852,,
"ITFG","Mezzogiorno","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-34","15-34 anni","FRG","straniero-a","TOT","totale","2018","2018",37.846,,
"ITFG","Mezzogiorno","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-34","15-34 anni","FRG","straniero-a","TOT","totale","2019","2019",42.747,,
"ITFG","Mezzogiorno","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-34","15-34 anni","FRG","straniero-a","TOT","totale","2020","2020",40.22,,
"ITFG","Mezzogiorno","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-34","15-34 anni","FRG","straniero-a","TOT","totale","2021","2021",42.621,,
"ITFG","Mezzogiorno","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-34","15-34 anni","FRG","straniero-a","TOT","totale","2022","2022",34.484,,
"ITFG","Mezzogiorno","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-34","15-34 anni","FRG","straniero-a","TOT","totale","2023","2023",35.838,,
"ITFG","Mezzogiorno","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-34","15-34 anni","FRG","straniero-a","TOT","totale","2018","2018",66.763,,
"ITFG","Mezzogiorno","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-34","15-34 anni","FRG","straniero-a","TOT","totale","2019","2019",66.379,,
"ITFG","Mezzogiorno","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-34","15-34 anni","FRG","straniero-a","TOT","totale","2020","2020",69.539,,
"ITFG","Mezzogiorno","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-34","15-34 anni","FRG","straniero-a","TOT","totale","2021","2021",65.341,,
"ITFG","Mezzogiorno","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-34","15-34 anni","FRG","straniero-a","TOT","totale","2022","2022",55.903,,
"ITFG","Mezzogiorno","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-34","15-34 anni","FRG","straniero-a","TOT","totale","2023","2023",49.547,,
"ITFG","Mezzogiorno","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-34","15-34 anni","FRG","straniero-a","TOT","totale","2018","2018",104.609,,
"ITFG","Mezzogiorno","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-34","15-34 anni","FRG","straniero-a","TOT","totale","2019","2019",109.126,,
"ITFG","Mezzogiorno","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-34","15-34 anni","FRG","straniero-a","TOT","totale","2020","2020",109.759,,
"ITFG","Mezzogiorno","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-34","15-34 anni","FRG","straniero-a","TOT","totale","2021","2021",107.962,,
"ITFG","Mezzogiorno","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-34","15-34 anni","FRG","straniero-a","TOT","totale","2022","2022",90.387,,
"ITFG","Mezzogiorno","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-34","15-34 anni","FRG","straniero-a","TOT","totale","2023","2023",85.385,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-29","15-29 anni","FRG","straniero-a","SD","figlio/a","2021","2021",74.636,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-29","15-29 anni","FRG","straniero-a","SD","figlio/a","2022","2022",60.642,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-29","15-29 anni","FRG","straniero-a","SD","figlio/a","2023","2023",43.284,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-29","15-29 anni","FRG","straniero-a","SD","figlio/a","2021","2021",57.962,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-29","15-29 anni","FRG","straniero-a","SD","figlio/a","2022","2022",46.664,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-29","15-29 anni","FRG","straniero-a","SD","figlio/a","2023","2023",34.121,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-29","15-29 anni","FRG","straniero-a","SD","figlio/a","2021","2021",132.598,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-29","15-29 anni","FRG","straniero-a","SD","figlio/a","2022","2022",107.306,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-29","15-29 anni","FRG","straniero-a","SD","figlio/a","2023","2023",77.405,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-29","15-29 anni","FRG","straniero-a","PA","genitore","2021","2021",7.439,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-29","15-29 anni","FRG","straniero-a","PA","genitore","2022","2022",3.914,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-29","15-29 anni","FRG","straniero-a","PA","genitore","2023","2023",3.485,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-29","15-29 anni","FRG","straniero-a","PA","genitore","2021","2021",99.162,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-29","15-29 anni","FRG","straniero-a","PA","genitore","2022","2022",89.03,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-29","15-29 anni","FRG","straniero-a","PA","genitore","2023","2023",82.775,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-29","15-29 anni","FRG","straniero-a","PA","genitore","2021","2021",106.601,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-29","15-29 anni","FRG","straniero-a","PA","genitore","2022","2022",92.944,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-29","15-29 anni","FRG","straniero-a","PA","genitore","2023","2023",86.26,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-29","15-29 anni","FRG","straniero-a","SPO","single, partner senza figli, altro ruolo","2021","2021",21.978,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-29","15-29 anni","FRG","straniero-a","SPO","single, partner senza figli, altro ruolo","2022","2022",20.503,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-29","15-29 anni","FRG","straniero-a","SPO","single, partner senza figli, altro ruolo","2023","2023",21.832,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-29","15-29 anni","FRG","straniero-a","SPO","single, partner senza figli, altro ruolo","2021","2021",31.206,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-29","15-29 anni","FRG","straniero-a","SPO","single, partner senza figli, altro ruolo","2022","2022",26.264,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-29","15-29 anni","FRG","straniero-a","SPO","single, partner senza figli, altro ruolo","2023","2023",23.37,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-29","15-29 anni","FRG","straniero-a","SPO","single, partner senza figli, altro ruolo","2021","2021",53.184,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-29","15-29 anni","FRG","straniero-a","SPO","single, partner senza figli, altro ruolo","2022","2022",46.767,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-29","15-29 anni","FRG","straniero-a","SPO","single, partner senza figli, altro ruolo","2023","2023",45.202,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-29","15-29 anni","FRG","straniero-a","TOT","totale","2018","2018",94.29,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-29","15-29 anni","FRG","straniero-a","TOT","totale","2019","2019",90.756,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-29","15-29 anni","FRG","straniero-a","TOT","totale","2020","2020",100.394,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-29","15-29 anni","FRG","straniero-a","TOT","totale","2021","2021",104.053,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-29","15-29 anni","FRG","straniero-a","TOT","totale","2022","2022",85.059,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-29","15-29 anni","FRG","straniero-a","TOT","totale","2023","2023",68.601,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-29","15-29 anni","FRG","straniero-a","TOT","totale","2018","2018",195.994,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-29","15-29 anni","FRG","straniero-a","TOT","totale","2019","2019",180.319,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-29","15-29 anni","FRG","straniero-a","TOT","totale","2020","2020",208.532,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-29","15-29 anni","FRG","straniero-a","TOT","totale","2021","2021",188.33,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-29","15-29 anni","FRG","straniero-a","TOT","totale","2022","2022",161.958,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-29","15-29 anni","FRG","straniero-a","TOT","totale","2023","2023",140.266,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-29","15-29 anni","FRG","straniero-a","TOT","totale","2018","2018",290.283,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-29","15-29 anni","FRG","straniero-a","TOT","totale","2019","2019",271.076,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-29","15-29 anni","FRG","straniero-a","TOT","totale","2020","2020",308.926,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-29","15-29 anni","FRG","straniero-a","TOT","totale","2021","2021",292.384,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-29","15-29 anni","FRG","straniero-a","TOT","totale","2022","2022",247.018,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-29","15-29 anni","FRG","straniero-a","TOT","totale","2023","2023",208.867,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-29","15-29 anni","FRG","straniero-a","TOT","totale","2018","2018",46.948,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-29","15-29 anni","FRG","straniero-a","TOT","totale","2019","2019",43.884,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-29","15-29 anni","FRG","straniero-a","TOT","totale","2020","2020",52.207,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-29","15-29 anni","FRG","straniero-a","TOT","totale","2021","2021",50.833,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-29","15-29 anni","FRG","straniero-a","TOT","totale","2022","2022",41.909,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-29","15-29 anni","FRG","straniero-a","TOT","totale","2023","2023",29.926,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-29","15-29 anni","FRG","straniero-a","TOT","totale","2018","2018",115.286,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-29","15-29 anni","FRG","straniero-a","TOT","totale","2019","2019",104.732,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-29","15-29 anni","FRG","straniero-a","TOT","totale","2020","2020",128.887,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-29","15-29 anni","FRG","straniero-a","TOT","totale","2021","2021",115.246,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-29","15-29 anni","FRG","straniero-a","TOT","totale","2022","2022",98.984,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-29","15-29 anni","FRG","straniero-a","TOT","totale","2023","2023",88.025,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-29","15-29 anni","FRG","straniero-a","TOT","totale","2018","2018",162.234,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-29","15-29 anni","FRG","straniero-a","TOT","totale","2019","2019",148.616,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-29","15-29 anni","FRG","straniero-a","TOT","totale","2020","2020",181.094,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-29","15-29 anni","FRG","straniero-a","TOT","totale","2021","2021",166.079,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-29","15-29 anni","FRG","straniero-a","TOT","totale","2022","2022",140.893,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-29","15-29 anni","FRG","straniero-a","TOT","totale","2023","2023",117.951,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-29","15-29 anni","FRG","straniero-a","TOT","totale","2018","2018",30.008,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-29","15-29 anni","FRG","straniero-a","TOT","totale","2019","2019",25.6,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-29","15-29 anni","FRG","straniero-a","TOT","totale","2020","2020",33.532,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-29","15-29 anni","FRG","straniero-a","TOT","totale","2021","2021",33.391,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-29","15-29 anni","FRG","straniero-a","TOT","totale","2022","2022",23.025,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-29","15-29 anni","FRG","straniero-a","TOT","totale","2023","2023",18.135,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-29","15-29 anni","FRG","straniero-a","TOT","totale","2018","2018",62.847,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-29","15-29 anni","FRG","straniero-a","TOT","totale","2019","2019",59.041,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-29","15-29 anni","FRG","straniero-a","TOT","totale","2020","2020",80.255,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-29","15-29 anni","FRG","straniero-a","TOT","totale","2021","2021",72.548,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-29","15-29 anni","FRG","straniero-a","TOT","totale","2022","2022",59.194,,
