STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,sex,Sex,nace_r2,Statistical classification of economic activities in the European Community (NACE Rev. 2),severity,Severity (days lost),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,LU,Luxembourg,2022,,0.59,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,LV,Latvia,2010,,0.41,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,LV,Latvia,2011,,0.93,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,LV,Latvia,2012,,0.67,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,LV,Latvia,2013,,0.66,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,LV,Latvia,2014,,0.63,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,LV,Latvia,2015,,0.49,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,LV,Latvia,2016,,0.64,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,LV,Latvia,2017,,0,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,LV,Latvia,2018,,0.21,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,LV,Latvia,2019,,0.19,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,LV,Latvia,2020,,0,,b,break in time series,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,LV,Latvia,2021,,0.72,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,LV,Latvia,2022,,0.23,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,MT,Malta,2010,,0,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,MT,Malta,2011,,0,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,MT,Malta,2012,,0,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,MT,Malta,2013,,0,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,MT,Malta,2014,,0,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,MT,Malta,2015,,0,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,MT,Malta,2016,,0,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,MT,Malta,2017,,0,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,MT,Malta,2018,,0,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,MT,Malta,2019,,0,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,MT,Malta,2020,,0.94,,b,break in time series,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,MT,Malta,2021,,0,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,MT,Malta,2022,,12.74,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,NL,Netherlands,2010,,0.08,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,NL,Netherlands,2011,,0.03,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,NL,Netherlands,2012,,0,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,NL,Netherlands,2013,,0,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,NL,Netherlands,2014,,0.03,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,NL,Netherlands,2015,,0,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,NL,Netherlands,2016,,0.09,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,NL,Netherlands,2017,,0.09,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,NL,Netherlands,2018,,0.03,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,NL,Netherlands,2019,,0.08,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,NL,Netherlands,2020,,0.03,,b,break in time series,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,NL,Netherlands,2021,,0.03,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,NL,Netherlands,2022,,0.03,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,NO,Norway,2010,,0.16,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,NO,Norway,2011,,1,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,NO,Norway,2012,,0.25,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,NO,Norway,2013,,0.33,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,NO,Norway,2014,,0.12,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,NO,Norway,2015,,0.16,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,NO,Norway,2016,,0.16,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,NO,Norway,2017,,0.08,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,NO,Norway,2018,,0,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,NO,Norway,2019,,0,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,NO,Norway,2020,,0.08,,b,break in time series,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,NO,Norway,2021,,0.07,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,NO,Norway,2022,,0,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,PL,Poland,2010,,0.43,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,PL,Poland,2011,,0.22,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,PL,Poland,2012,,0.32,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,PL,Poland,2013,,0.22,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,PL,Poland,2014,,0.19,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,PL,Poland,2015,,0.24,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,PL,Poland,2016,,0.2,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,PL,Poland,2017,,0.28,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,PL,Poland,2018,,0.22,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,PL,Poland,2019,,0.08,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,PL,Poland,2020,,0.11,,b,break in time series,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,PL,Poland,2021,,0.15,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,PL,Poland,2022,,0.14,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,PT,Portugal,2010,,0.3,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,PT,Portugal,2011,,0.51,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,PT,Portugal,2012,,0.34,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,PT,Portugal,2013,,0.28,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,PT,Portugal,2014,,0.32,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,PT,Portugal,2015,,0.09,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,PT,Portugal,2016,,0.18,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,PT,Portugal,2017,,0.22,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,PT,Portugal,2018,,0.08,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,PT,Portugal,2019,,0.25,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,PT,Portugal,2020,,0.17,,b,break in time series,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,PT,Portugal,2021,,0.17,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,PT,Portugal,2022,,0.21,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,RO,Romania,2010,,0.8,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,RO,Romania,2011,,1.06,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,RO,Romania,2012,,0.6,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,RO,Romania,2013,,0.59,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,RO,Romania,2014,,0.38,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,RO,Romania,2015,,0.5,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,RO,Romania,2016,,0.48,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,RO,Romania,2017,,0.43,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,RO,Romania,2018,,0.54,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,RO,Romania,2019,,0.19,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,RO,Romania,2020,,0.42,,b,break in time series,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,RO,Romania,2021,,0.15,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,RO,Romania,2022,,0.04,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,SE,Sweden,2010,,0.05,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,SE,Sweden,2011,,0.32,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,SE,Sweden,2012,,0.18,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,SE,Sweden,2013,,0.05,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,SE,Sweden,2014,,0.05,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,SE,Sweden,2015,,0.09,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,SE,Sweden,2016,,0.17,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,SE,Sweden,2017,,0.13,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,SE,Sweden,2018,,0.13,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,SE,Sweden,2019,,0.21,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,SE,Sweden,2020,,0.04,,b,break in time series,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,SE,Sweden,2021,,0.12,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,SE,Sweden,2022,,0.36,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,SI,Slovenia,2010,,0,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,SI,Slovenia,2011,,0.28,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,SI,Slovenia,2012,,0,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,SI,Slovenia,2013,,0.26,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,SI,Slovenia,2014,,0.83,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,SI,Slovenia,2015,,0.54,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,SI,Slovenia,2016,,0,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,SI,Slovenia,2017,,0.26,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,SI,Slovenia,2018,,0,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,SI,Slovenia,2019,,0,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,SI,Slovenia,2020,,0.48,,b,break in time series,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,SI,Slovenia,2021,,0,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,SI,Slovenia,2022,,0,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,SK,Slovakia,2010,,0.46,,,,,
