STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,reason,Reason,sex,Sex,age,Age class,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,MT,Malta,2021,,0.6,,bu,"break in time series, low reliability",,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,MT,Malta,2022,,,,u,low reliability,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,MT,Malta,2023,,,,u,low reliability,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,NL,Netherlands,2006,,0.5,,b,break in time series,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,NL,Netherlands,2007,,0.5,,,,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,NL,Netherlands,2008,,0.3,,,,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,NL,Netherlands,2009,,0.3,,,,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,NL,Netherlands,2010,,0.2,,,,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,NL,Netherlands,2011,,0.3,,,,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,NL,Netherlands,2012,,0.3,,,,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,NL,Netherlands,2013,,0.2,,b,break in time series,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,NL,Netherlands,2014,,0.3,,,,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,NL,Netherlands,2015,,0.3,,,,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,NL,Netherlands,2016,,0.3,,,,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,NL,Netherlands,2017,,0.3,,,,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,NL,Netherlands,2018,,0.2,,,,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,NL,Netherlands,2019,,0.2,,,,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,NL,Netherlands,2020,,0.2,,,,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,NL,Netherlands,2021,,0.9,,b,break in time series,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,NL,Netherlands,2022,,0.9,,,,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,NL,Netherlands,2023,,0.9,,,,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,NO,Norway,2006,,0.5,,b,break in time series,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,NO,Norway,2007,,0.3,,u,low reliability,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,NO,Norway,2008,,0.3,,u,low reliability,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,NO,Norway,2009,,0.4,,,,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,NO,Norway,2010,,0.3,,u,low reliability,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,NO,Norway,2011,,0.3,,u,low reliability,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,NO,Norway,2012,,0.4,,u,low reliability,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,NO,Norway,2013,,0.4,,,,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,NO,Norway,2014,,0.3,,u,low reliability,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,NO,Norway,2015,,0.2,,u,low reliability,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,NO,Norway,2016,,0.2,,u,low reliability,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,NO,Norway,2017,,,,u,low reliability,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,NO,Norway,2018,,,,u,low reliability,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,NO,Norway,2019,,,,u,low reliability,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,NO,Norway,2020,,0.3,,u,low reliability,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,NO,Norway,2021,,,,bu,"break in time series, low reliability",,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,NO,Norway,2022,,,,u,low reliability,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,NO,Norway,2023,,,,u,low reliability,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,PL,Poland,2006,,2.4,,,,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,PL,Poland,2007,,2.7,,,,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,PL,Poland,2008,,2.6,,,,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,PL,Poland,2009,,2.7,,,,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,PL,Poland,2010,,2.7,,b,break in time series,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,PL,Poland,2011,,2.7,,,,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,PL,Poland,2012,,2.8,,,,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,PL,Poland,2013,,2.8,,,,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,PL,Poland,2014,,2.7,,,,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,PL,Poland,2015,,2.5,,,,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,PL,Poland,2016,,2.7,,,,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,PL,Poland,2017,,2.8,,,,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,PL,Poland,2018,,2.8,,,,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,PL,Poland,2019,,3.0,,b,break in time series,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,PL,Poland,2020,,2.8,,,,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,PL,Poland,2021,,1.4,,b,break in time series,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,PL,Poland,2022,,0.9,,,,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,PL,Poland,2023,,1.0,,,,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,PT,Portugal,2006,,0.1,,,,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,PT,Portugal,2007,,0.2,,,,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,PT,Portugal,2008,,0.2,,,,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,PT,Portugal,2009,,0.2,,,,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,PT,Portugal,2010,,,,u,low reliability,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,PT,Portugal,2011,,0.7,,b,break in time series,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,PT,Portugal,2012,,0.8,,,,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,PT,Portugal,2013,,0.8,,,,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,PT,Portugal,2014,,0.9,,,,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,PT,Portugal,2015,,0.7,,,,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,PT,Portugal,2016,,0.7,,,,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,PT,Portugal,2017,,0.7,,,,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,PT,Portugal,2018,,0.6,,,,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,PT,Portugal,2019,,0.6,,,,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,PT,Portugal,2020,,0.9,,,,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,PT,Portugal,2021,,0.5,,b,break in time series,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,PT,Portugal,2022,,0.5,,,,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,PT,Portugal,2023,,0.5,,,,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,RO,Romania,2006,,0.5,,,,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,RO,Romania,2007,,0.5,,,,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,RO,Romania,2008,,0.4,,,,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,RO,Romania,2009,,0.3,,,,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,RO,Romania,2010,,0.3,,b,break in time series,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,RO,Romania,2011,,0.2,,,,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,RO,Romania,2012,,0.2,,u,low reliability,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,RO,Romania,2013,,0.2,,,,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,RO,Romania,2014,,0.1,,u,low reliability,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,RO,Romania,2015,,0.2,,,,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,RO,Romania,2016,,0.1,,u,low reliability,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,RO,Romania,2017,,,,u,low reliability,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,RO,Romania,2018,,0.1,,u,low reliability,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,RO,Romania,2019,,,,u,low reliability,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,RO,Romania,2020,,,,u,low reliability,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,RO,Romania,2021,,0.4,,b,break in time series,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,RO,Romania,2022,,0.3,,,,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,RO,Romania,2023,,0.2,,u,low reliability,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,RS,Serbia,2010,,1.7,,,,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,RS,Serbia,2011,,1.4,,,,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,RS,Serbia,2012,,1.7,,,,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,RS,Serbia,2013,,2.0,,,,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,RS,Serbia,2014,,2.2,,b,break in time series,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,RS,Serbia,2015,,2.5,,,,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,RS,Serbia,2016,,2.0,,,,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,RS,Serbia,2017,,1.8,,,,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,RS,Serbia,2018,,2.1,,,,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,RS,Serbia,2019,,2.1,,,,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,RS,Serbia,2020,,1.9,,,,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,RS,Serbia,2021,,1.0,,b,break in time series,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,RS,Serbia,2022,,0.7,,,,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,RS,Serbia,2023,,0.6,,,,,
